ds_name,target,metric,value,model
ElectricityLoadDiagrams20112014,MT_369,SQL,0.709965716557368,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,WQL,0.1971625536813391,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,MAE,114056901951389.36,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,MASE,0.8482117287399853,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,WAPE,0.236858836821227,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,MSE,4.928757453849953e+28,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,RMSE,222008050616412.4,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,RMSLE,1.4542117639546233,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,RMSSE,0.7712454333260755,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,MAPE,2650741526.1087103,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_369,SMAPE,0.762453247518746,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,SQL,0.6717033017441484,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,WQL,0.1706979054667942,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,MAE,37513620512251.21,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,MASE,0.7640478288598004,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,WAPE,0.1943680073802631,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,MSE,7.280793650506794e+27,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,RMSE,85327566767761.48,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,RMSLE,0.6336607679363963,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,RMSSE,0.8748533349492608,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,MAPE,0.9364418920197196,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_002,SMAPE,0.6892709503992265,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,SQL,0.613232013341028,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,WQL,0.5583848880488428,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,MAE,210097447666466.1,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,MASE,0.8174765801758109,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,WAPE,0.7450749176456565,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,MSE,8.800106576539108e+28,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,RMSE,296649735825587.9,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,RMSLE,14.518651117120667,Chronos[bolt_small]
